Subscription ID,Duration,Type
19199,0 days 00:00:00.000000000,One Off
19200,1553 days 00:00:00.000000000,Monthly
19201,5479 days 00:00:00.000000000,Yearly
19202,14 days 00:00:00.000000000,Daily
19204,10 days 00:00:00.000000000,Daily
19208,0 days 00:00:00.000000000,One Off
19210,0 days 00:00:00.000000000,One Off
19211,13 days 00:00:00.000000000,Daily
19212,29 days 00:00:00.000000000,Daily
19213,38 days 00:00:00.000000000,Daily
19218,0 days 00:00:00.000000000,One Off
19219,3652 days 00:00:00.000000000,Yearly
19221,1676 days 00:00:00.000000000,Monthly
19223,7305 days 00:00:00.000000000,Yearly
19224,19 days 00:00:00.000000000,Daily
19226,0 days 00:00:00.000000000,One Off
19228,0 days 00:00:00.000000000,One Off
19231,2467 days 00:00:00.000000000,Monthly
19232,1614 days 00:00:00.000000000,Monthly
19236,273 days 00:00:00.000000000,Monthly
19238,2435 days 00:00:00.000000000,Monthly
19242,3653 days 00:00:00.000000000,Yearly
19243,5479 days 00:00:00.000000000,Yearly
19244,123 days 00:00:00.000000000,Yearly
19246,36 days 00:00:00.000000000,Daily
19247,275 days 00:00:00.000000000,Monthly
19248,6210 days 00:00:00.000000000,Yearly
19249,5 days 00:00:00.000000000,Daily
19254,54 days 00:00:00.000000000,Daily
19260,15 days 00:00:00.000000000,Daily
19262,0 days 00:00:00.000000000,One Off
19264,1431 days 00:00:00.000000000,Monthly
19266,0 days 00:00:00.000000000,One Off
19267,0 days 00:00:00.000000000,One Off
19268,1673 days 00:00:00.000000000,Monthly
19270,39 days 00:00:00.000000000,Daily
19273,8036 days 00:00:00.000000000,Yearly
19274,0 days 00:00:00.000000000,One Off
19279,7 days 00:00:00.000000000,Daily
19282,16 days 00:00:00.000000000,Daily
19286,6940 days 00:00:00.000000000,Yearly
19290,50 days 00:00:00.000000000,Daily
19291,245 days 00:00:00.000000000,Monthly
19292,0 days 00:00:00.000000000,One Off
19295,2588 days 00:00:00.000000000,Monthly
19296,50 days 00:00:00.000000000,Daily
19299,19 days 00:00:00.000000000,Daily
19300,0 days 00:00:00.000000000,One Off
19301,3287 days 00:00:00.000000000,Yearly
19302,36 days 00:00:00.000000000,Daily
19304,6574 days 00:00:00.000000000,Yearly
19308,0 days 00:00:00.000000000,One Off
19309,32 days 00:00:00.000000000,Daily
19311,1095 days 00:00:00.000000000,Yearly
19312,426 days 00:00:00.000000000,Monthly
19313,2131 days 00:00:00.000000000,Monthly
19314,942 days 00:00:00.000000000,Monthly
19316,426 days 00:00:00.000000000,Monthly
19317,11688 days 00:00:00.000000000,Yearly
19320,2283 days 00:00:00.000000000,Monthly
19321,1949 days 00:00:00.000000000,Monthly
19324,2344 days 00:00:00.000000000,Monthly
19327,32 days 00:00:00.000000000,Daily
19328,6209 days 00:00:00.000000000,Yearly
19329,1553 days 00:00:00.000000000,Monthly
19332,639 days 00:00:00.000000000,Monthly
19335,8036 days 00:00:00.000000000,Yearly
19340,10592 days 00:00:00.000000000,Yearly
19342,2587 days 00:00:00.000000000,Monthly
19343,13880 days 00:00:00.000000000,Yearly
19345,2133 days 00:00:00.000000000,Monthly
19349,15706 days 00:00:00.000000000,Yearly
19350,24 days 00:00:00.000000000,Daily
19351,0 days 00:00:00.000000000,One Off
19352,0 days 00:00:00.000000000,One Off
19354,972 days 00:00:00.000000000,Monthly
19356,2376 days 00:00:00.000000000,Monthly
19357,38 days 00:00:00.000000000,Daily
19358,0 days 00:00:00.000000000,One Off
19360,13149 days 00:00:00.000000000,Yearly
19361,1249 days 00:00:00.000000000,Monthly
19367,0 days 00:00:00.000000000,One Off
19373,1127 days 00:00:00.000000000,Monthly
19377,14 days 00:00:00.000000000,Daily
19378,12053 days 00:00:00.000000000,Yearly
19380,53 days 00:00:00.000000000,Daily
19382,0 days 00:00:00.000000000,One Off
19383,10227 days 00:00:00.000000000,Yearly
19385,0 days 00:00:00.000000000,One Off
19386,3652 days 00:00:00.000000000,Yearly
19391,0 days 00:00:00.000000000,One Off
19395,6 days 00:00:00.000000000,Daily
19396,54 days 00:00:00.000000000,Daily
19397,0 days 00:00:00.000000000,One Off
19399,2007 days 00:00:00.000000000,Monthly
19400,9496 days 00:00:00.000000000,Yearly
19402,0 days 00:00:00.000000000,One Off
19404,54 days 00:00:00.000000000,Daily
19405,4383 days 00:00:00.000000000,Yearly
19406,5479 days 00:00:00.000000000,Yearly
19408,2223 days 00:00:00.000000000,Monthly
19409,1948 days 00:00:00.000000000,Monthly
19410,0 days 00:00:00.000000000,One Off
19411,2679 days 00:00:00.000000000,Monthly
19412,1187 days 00:00:00.000000000,Monthly
19414,0 days 00:00:00.000000000,One Off
19416,730 days 00:00:00.000000000,Monthly
19417,0 days 00:00:00.000000000,One Off
19420,39 days 00:00:00.000000000,Daily
19421,2313 days 00:00:00.000000000,Monthly
19422,1765 days 00:00:00.000000000,Monthly
19425,23 days 00:00:00.000000000,Daily
19427,0 days 00:00:00.000000000,One Off
19430,1522 days 00:00:00.000000000,Monthly
19432,609 days 00:00:00.000000000,Monthly
19437,9131 days 00:00:00.000000000,Yearly
19440,2465 days 00:00:00.000000000,Monthly
19441,0 days 00:00:00.000000000,One Off
19443,11323 days 00:00:00.000000000,Yearly
19444,0 days 00:00:00.000000000,One Off
19445,1065 days 00:00:00.000000000,Monthly
19446,35 days 00:00:00.000000000,Daily
19448,8766 days 00:00:00.000000000,Yearly
19449,0 days 00:00:00.000000000,One Off
19450,33 days 00:00:00.000000000,Daily
19454,6940 days 00:00:00.000000000,Yearly
19456,36 days 00:00:00.000000000,Daily
19457,11688 days 00:00:00.000000000,Yearly
19458,51 days 00:00:00.000000000,Daily
19459,2222 days 00:00:00.000000000,Monthly
19461,29 days 00:00:00.000000000,Daily
19463,5844 days 00:00:00.000000000,Yearly
19464,761 days 00:00:00.000000000,Monthly
19466,0 days 00:00:00.000000000,One Off
19468,1249 days 00:00:00.000000000,Monthly
19470,53 days 00:00:00.000000000,Daily
19472,38 days 00:00:00.000000000,Daily
19473,1674 days 00:00:00.000000000,Monthly
19474,42 days 00:00:00.000000000,Daily
19475,2649 days 00:00:00.000000000,Monthly
19477,1461 days 00:00:00.000000000,Yearly
19480,10957 days 00:00:00.000000000,Yearly
19481,0 days 00:00:00.000000000,One Off
19482,12784 days 00:00:00.000000000,Yearly
19484,11688 days 00:00:00.000000000,Yearly
19488,8766 days 00:00:00.000000000,Yearly
19490,2344 days 00:00:00.000000000,Monthly
19491,2192 days 00:00:00.000000000,Monthly
19492,275 days 00:00:00.000000000,Monthly
19494,2707 days 00:00:00.000000000,Monthly
19497,0 days 00:00:00.000000000,One Off
19498,0 days 00:00:00.000000000,One Off
19499,0 days 00:00:00.000000000,One Off
19500,1522 days 00:00:00.000000000,Monthly
19503,487 days 00:00:00.000000000,Monthly
19504,29 days 00:00:00.000000000,Daily
19505,14244 days 00:00:00.000000000,Yearly
19508,2344 days 00:00:00.000000000,Monthly
19509,15706 days 00:00:00.000000000,Yearly
19513,122 days 00:00:00.000000000,Yearly
19516,1430 days 00:00:00.000000000,Monthly
19517,1369 days 00:00:00.000000000,Monthly
19518,9862 days 00:00:00.000000000,Yearly
19519,1096 days 00:00:00.000000000,Yearly
19520,365 days 00:00:00.000000000,Monthly
19523,2526 days 00:00:00.000000000,Monthly
19524,10958 days 00:00:00.000000000,Yearly
19526,1675 days 00:00:00.000000000,Monthly
19528,53 days 00:00:00.000000000,Daily
19529,14 days 00:00:00.000000000,Daily
19531,1734 days 00:00:00.000000000,Monthly
19533,0 days 00:00:00.000000000,One Off
19534,2223 days 00:00:00.000000000,Monthly
19536,730 days 00:00:00.000000000,Monthly
19537,1461 days 00:00:00.000000000,Yearly
19538,2618 days 00:00:00.000000000,Monthly
19539,3 days 00:00:00.000000000,Daily
19540,6 days 00:00:00.000000000,Daily
19543,335 days 00:00:00.000000000,Monthly
19544,34 days 00:00:00.000000000,Daily
19545,11688 days 00:00:00.000000000,Yearly
19546,1096 days 00:00:00.000000000,Yearly
19547,9131 days 00:00:00.000000000,Yearly
19548,12 days 00:00:00.000000000,Daily
19549,549 days 00:00:00.000000000,Monthly
19550,1826 days 00:00:00.000000000,Yearly
19553,14610 days 00:00:00.000000000,Yearly
19555,52 days 00:00:00.000000000,Daily
19556,36 days 00:00:00.000000000,Daily
19557,0 days 00:00:00.000000000,One Off
19558,1369 days 00:00:00.000000000,Monthly
19560,0 days 00:00:00.000000000,One Off
19561,22 days 00:00:00.000000000,Daily
19563,0 days 00:00:00.000000000,One Off
19564,0 days 00:00:00.000000000,One Off
19566,485 days 00:00:00.000000000,Monthly
19567,1826 days 00:00:00.000000000,Yearly
19569,0 days 00:00:00.000000000,One Off
19570,13515 days 00:00:00.000000000,Yearly
19572,8766 days 00:00:00.000000000,Yearly
19576,11 days 00:00:00.000000000,Daily
19577,1673 days 00:00:00.000000000,Monthly
19579,46 days 00:00:00.000000000,Daily
19580,0 days 00:00:00.000000000,One Off
19581,184 days 00:00:00.000000000,One Off
19584,1461 days 00:00:00.000000000,Monthly
19585,5 days 00:00:00.000000000,Daily
19588,13 days 00:00:00.000000000,Daily
19590,26 days 00:00:00.000000000,Daily
19592,1614 days 00:00:00.000000000,Monthly
19593,5844 days 00:00:00.000000000,Yearly
19597,4018 days 00:00:00.000000000,Yearly
19600,7671 days 00:00:00.000000000,Yearly
19603,0 days 00:00:00.000000000,One Off
19604,10592 days 00:00:00.000000000,Yearly
19608,730 days 00:00:00.000000000,Monthly
19609,1949 days 00:00:00.000000000,Monthly
19611,1035 days 00:00:00.000000000,Monthly
19612,2040 days 00:00:00.000000000,Monthly
19613,426 days 00:00:00.000000000,Monthly
19616,0 days 00:00:00.000000000,One Off
19619,1673 days 00:00:00.000000000,Monthly
19620,1674 days 00:00:00.000000000,Monthly
19621,52 days 00:00:00.000000000,Daily
19622,3 days 00:00:00.000000000,Daily
19624,10592 days 00:00:00.000000000,Yearly
19626,53 days 00:00:00.000000000,Daily
19629,9131 days 00:00:00.000000000,Yearly
19635,11688 days 00:00:00.000000000,Yearly
19639,2739 days 00:00:00.000000000,Monthly
19640,0 days 00:00:00.000000000,One Off
19643,608 days 00:00:00.000000000,Monthly
19644,1583 days 00:00:00.000000000,Monthly
19645,1826 days 00:00:00.000000000,Yearly
19646,2284 days 00:00:00.000000000,Monthly
19647,0 days 00:00:00.000000000,One Off
19649,2161 days 00:00:00.000000000,Monthly
19650,11323 days 00:00:00.000000000,Yearly
19652,2038 days 00:00:00.000000000,Monthly
19654,0 days 00:00:00.000000000,One Off
19655,702 days 00:00:00.000000000,Monthly
19656,334 days 00:00:00.000000000,Monthly
19658,2251 days 00:00:00.000000000,Monthly
19659,2404 days 00:00:00.000000000,Monthly
19660,41 days 00:00:00.000000000,Daily
19663,16 days 00:00:00.000000000,Daily
19667,27 days 00:00:00.000000000,Daily
19670,10 days 00:00:00.000000000,Daily
19671,2467 days 00:00:00.000000000,Monthly
19673,0 days 00:00:00.000000000,One Off
19675,4748 days 00:00:00.000000000,Yearly
19677,26 days 00:00:00.000000000,Daily
19678,609 days 00:00:00.000000000,Monthly
19679,1857 days 00:00:00.000000000,Monthly
19682,11 days 00:00:00.000000000,Daily
19686,8 days 00:00:00.000000000,Daily
19688,0 days 00:00:00.000000000,One Off
19689,0 days 00:00:00.000000000,One Off
19691,20 days 00:00:00.000000000,Daily
19692,2253 days 00:00:00.000000000,Monthly
19693,11 days 00:00:00.000000000,Daily
19694,9131 days 00:00:00.000000000,Yearly
19695,1278 days 00:00:00.000000000,Monthly
19697,11688 days 00:00:00.000000000,Yearly
19698,820 days 00:00:00.000000000,Monthly
19699,2922 days 00:00:00.000000000,Yearly
19700,1857 days 00:00:00.000000000,Monthly
19702,1612 days 00:00:00.000000000,Monthly
19703,46 days 00:00:00.000000000,Daily
19705,853 days 00:00:00.000000000,Monthly
19708,3287 days 00:00:00.000000000,Yearly
19709,8400 days 00:00:00.000000000,Yearly
19714,19 days 00:00:00.000000000,Daily
19716,2404 days 00:00:00.000000000,Monthly
19717,17 days 00:00:00.000000000,Daily
19719,2192 days 00:00:00.000000000,Yearly
19723,2099 days 00:00:00.000000000,Monthly
19724,16 days 00:00:00.000000000,Daily
19726,21 days 00:00:00.000000000,Daily
19728,11 days 00:00:00.000000000,Daily
19732,12783 days 00:00:00.000000000,Yearly
19733,1065 days 00:00:00.000000000,Monthly
19738,4748 days 00:00:00.000000000,Yearly
19740,973 days 00:00:00.000000000,Monthly
19742,2585 days 00:00:00.000000000,Monthly
19743,4 days 00:00:00.000000000,Daily
19744,365 days 00:00:00.000000000,Monthly
19746,578 days 00:00:00.000000000,Monthly
19748,37 days 00:00:00.000000000,Daily
19752,0 days 00:00:00.000000000,One Off
19753,152 days 00:00:00.000000000,One Off
19754,1096 days 00:00:00.000000000,Yearly
19757,1157 days 00:00:00.000000000,Monthly
19758,1582 days 00:00:00.000000000,Monthly
19759,0 days 00:00:00.000000000,One Off
19760,36 days 00:00:00.000000000,Daily
19762,2679 days 00:00:00.000000000,Monthly
19766,1249 days 00:00:00.000000000,Monthly
19770,1461 days 00:00:00.000000000,Yearly
19771,31 days 00:00:00.000000000,Daily
19772,1645 days 00:00:00.000000000,Monthly
19776,6209 days 00:00:00.000000000,Yearly
19777,273 days 00:00:00.000000000,Monthly
19780,46 days 00:00:00.000000000,Daily
19783,1979 days 00:00:00.000000000,Monthly
19788,0 days 00:00:00.000000000,One Off
19789,1491 days 00:00:00.000000000,Monthly
19790,3 days 00:00:00.000000000,Daily
19791,0 days 00:00:00.000000000,One Off
19795,0 days 00:00:00.000000000,One Off
19796,5479 days 00:00:00.000000000,Yearly
19798,2039 days 00:00:00.000000000,Monthly
19799,1247 days 00:00:00.000000000,Monthly
19800,42 days 00:00:00.000000000,Daily
19801,2343 days 00:00:00.000000000,Monthly
19802,16071 days 00:00:00.000000000,Yearly
19805,0 days 00:00:00.000000000,One Off
19809,10 days 00:00:00.000000000,Daily
19810,4 days 00:00:00.000000000,Daily
19811,41 days 00:00:00.000000000,Daily
19813,6940 days 00:00:00.000000000,Yearly
19815,1157 days 00:00:00.000000000,Monthly
19817,15341 days 00:00:00.000000000,Yearly
19818,0 days 00:00:00.000000000,One Off
19819,1795 days 00:00:00.000000000,Monthly
19820,9 days 00:00:00.000000000,Daily
19825,16 days 00:00:00.000000000,Daily
19826,0 days 00:00:00.000000000,One Off
19827,5114 days 00:00:00.000000000,Yearly
19828,1522 days 00:00:00.000000000,Monthly
19829,791 days 00:00:00.000000000,Monthly
19831,2040 days 00:00:00.000000000,Monthly
19833,16 days 00:00:00.000000000,Daily
19834,2191 days 00:00:00.000000000,Yearly
19835,40 days 00:00:00.000000000,Daily
19837,6574 days 00:00:00.000000000,Yearly
19839,0 days 00:00:00.000000000,One Off
19842,487 days 00:00:00.000000000,Monthly
19847,9862 days 00:00:00.000000000,Yearly
19848,0 days 00:00:00.000000000,One Off
19851,19 days 00:00:00.000000000,Daily
19854,47 days 00:00:00.000000000,Daily
19860,40 days 00:00:00.000000000,Daily
19864,8766 days 00:00:00.000000000,Yearly
19866,0 days 00:00:00.000000000,One Off
19867,2922 days 00:00:00.000000000,Yearly
19869,24 days 00:00:00.000000000,Daily
19873,51 days 00:00:00.000000000,Daily
19876,0 days 00:00:00.000000000,One Off
19877,26 days 00:00:00.000000000,Daily
19879,8036 days 00:00:00.000000000,Yearly
19884,1734 days 00:00:00.000000000,Monthly
19885,1096 days 00:00:00.000000000,Yearly
19886,5478 days 00:00:00.000000000,Yearly
19891,640 days 00:00:00.000000000,Monthly
19893,1158 days 00:00:00.000000000,Monthly
19895,1187 days 00:00:00.000000000,Monthly
19896,1216 days 00:00:00.000000000,Monthly
19897,1521 days 00:00:00.000000000,Monthly
19898,18 days 00:00:00.000000000,Daily
19901,31 days 00:00:00.000000000,Daily
19904,0 days 00:00:00.000000000,One Off
19907,1734 days 00:00:00.000000000,Monthly
19909,1826 days 00:00:00.000000000,Monthly
19910,1949 days 00:00:00.000000000,Monthly
19911,1947 days 00:00:00.000000000,Monthly
19912,31 days 00:00:00.000000000,Daily
19913,0 days 00:00:00.000000000,One Off
19915,51 days 00:00:00.000000000,Daily
19916,3287 days 00:00:00.000000000,Yearly
19920,26 days 00:00:00.000000000,Daily
19921,4 days 00:00:00.000000000,Daily
19925,2222 days 00:00:00.000000000,Monthly
19926,11688 days 00:00:00.000000000,Yearly
19929,22 days 00:00:00.000000000,Daily
19931,2556 days 00:00:00.000000000,Yearly
19932,4748 days 00:00:00.000000000,Yearly
19934,488 days 00:00:00.000000000,Monthly
19937,55 days 00:00:00.000000000,Daily
19938,4748 days 00:00:00.000000000,Yearly
19945,882 days 00:00:00.000000000,Monthly
19946,0 days 00:00:00.000000000,One Off
19949,1096 days 00:00:00.000000000,Monthly
19952,14610 days 00:00:00.000000000,Yearly
19955,791 days 00:00:00.000000000,Monthly
19957,0 days 00:00:00.000000000,One Off
19958,1035 days 00:00:00.000000000,Monthly
19959,0 days 00:00:00.000000000,One Off
19961,1065 days 00:00:00.000000000,Monthly
19962,5114 days 00:00:00.000000000,Yearly
19964,0 days 00:00:00.000000000,One Off
19966,4018 days 00:00:00.000000000,Yearly
19969,8400 days 00:00:00.000000000,Yearly
19970,5113 days 00:00:00.000000000,Yearly
19971,2465 days 00:00:00.000000000,Monthly
19974,3287 days 00:00:00.000000000,Yearly
19976,4 days 00:00:00.000000000,Daily
19977,14 days 00:00:00.000000000,Daily
19980,7 days 00:00:00.000000000,Daily
19983,2191 days 00:00:00.000000000,Yearly
19984,11688 days 00:00:00.000000000,Yearly
19988,153 days 00:00:00.000000000,Yearly
19989,0 days 00:00:00.000000000,One Off
19990,123 days 00:00:00.000000000,One Off
19993,5479 days 00:00:00.000000000,Yearly
19994,1308 days 00:00:00.000000000,Monthly
19996,1004 days 00:00:00.000000000,Monthly
19997,13514 days 00:00:00.000000000,Yearly
19998,821 days 00:00:00.000000000,Monthly
19999,0 days 00:00:00.000000000,One Off
20000,5844 days 00:00:00.000000000,Yearly
20002,213 days 00:00:00.000000000,Yearly
20004,1734 days 00:00:00.000000000,Monthly
20007,0 days 00:00:00.000000000,One Off
20008,2922 days 00:00:00.000000000,Yearly
20009,304 days 00:00:00.000000000,Monthly
20010,27 days 00:00:00.000000000,Daily
20011,2557 days 00:00:00.000000000,Monthly
20012,640 days 00:00:00.000000000,Monthly
20019,458 days 00:00:00.000000000,Monthly
20021,2223 days 00:00:00.000000000,Monthly
20022,912 days 00:00:00.000000000,Monthly
20023,6575 days 00:00:00.000000000,Yearly
20024,15706 days 00:00:00.000000000,Yearly
20025,1918 days 00:00:00.000000000,Monthly
20026,5114 days 00:00:00.000000000,Yearly
20027,13 days 00:00:00.000000000,Daily
20031,0 days 00:00:00.000000000,One Off
20032,2341 days 00:00:00.000000000,Monthly
20036,303 days 00:00:00.000000000,Monthly
20037,4 days 00:00:00.000000000,Daily
20039,1553 days 00:00:00.000000000,Monthly
20041,34 days 00:00:00.000000000,Daily
20044,43 days 00:00:00.000000000,Daily
20045,23 days 00:00:00.000000000,Daily
20047,0 days 00:00:00.000000000,One Off
20048,19 days 00:00:00.000000000,Daily
20049,0 days 00:00:00.000000000,One Off
20050,8035 days 00:00:00.000000000,Yearly
20052,5844 days 00:00:00.000000000,Yearly
20053,6209 days 00:00:00.000000000,Yearly
20055,1155 days 00:00:00.000000000,Monthly
20057,32 days 00:00:00.000000000,Daily
20058,0 days 00:00:00.000000000,One Off
20059,1583 days 00:00:00.000000000,Monthly
20061,1826 days 00:00:00.000000000,Yearly
20064,92 days 00:00:00.000000000,Yearly
20065,0 days 00:00:00.000000000,One Off
20071,822 days 00:00:00.000000000,Monthly
20072,0 days 00:00:00.000000000,One Off
20073,2922 days 00:00:00.000000000,Yearly
20074,8766 days 00:00:00.000000000,Yearly
20077,6209 days 00:00:00.000000000,Yearly
20078,7671 days 00:00:00.000000000,Yearly
20083,0 days 00:00:00.000000000,One Off
20086,0 days 00:00:00.000000000,One Off
20088,457 days 00:00:00.000000000,Monthly
20089,2192 days 00:00:00.000000000,Yearly
20090,2710 days 00:00:00.000000000,Monthly
20091,12054 days 00:00:00.000000000,Yearly
20092,7671 days 00:00:00.000000000,Yearly
20095,15341 days 00:00:00.000000000,Yearly
20098,41 days 00:00:00.000000000,Daily
20099,28 days 00:00:00.000000000,Daily
20105,518 days 00:00:00.000000000,Monthly
20106,1735 days 00:00:00.000000000,Monthly
20108,2252 days 00:00:00.000000000,Monthly
20114,639 days 00:00:00.000000000,Monthly
20117,8035 days 00:00:00.000000000,Yearly
20118,183 days 00:00:00.000000000,Yearly
20119,304 days 00:00:00.000000000,Monthly
20124,1125 days 00:00:00.000000000,Monthly
20126,6209 days 00:00:00.000000000,Yearly
20128,2922 days 00:00:00.000000000,Yearly
20130,2192 days 00:00:00.000000000,Yearly
20131,2100 days 00:00:00.000000000,Monthly
20132,14610 days 00:00:00.000000000,Yearly
20133,2130 days 00:00:00.000000000,Monthly
20135,212 days 00:00:00.000000000,Monthly
20137,2223 days 00:00:00.000000000,Monthly
20138,0 days 00:00:00.000000000,One Off
20141,1126 days 00:00:00.000000000,Monthly
20143,49 days 00:00:00.000000000,Daily
20144,5479 days 00:00:00.000000000,Yearly
20145,33 days 00:00:00.000000000,Daily
20146,1643 days 00:00:00.000000000,Monthly
20147,669 days 00:00:00.000000000,Monthly
20149,6209 days 00:00:00.000000000,Yearly
20150,1948 days 00:00:00.000000000,Monthly
20152,0 days 00:00:00.000000000,One Off
20154,0 days 00:00:00.000000000,One Off
20156,44 days 00:00:00.000000000,Daily
20157,7 days 00:00:00.000000000,Daily
20158,37 days 00:00:00.000000000,Daily
20159,0 days 00:00:00.000000000,One Off
20163,26 days 00:00:00.000000000,Daily
20164,2101 days 00:00:00.000000000,Monthly
20168,46 days 00:00:00.000000000,Daily
20170,2556 days 00:00:00.000000000,Yearly
20171,13 days 00:00:00.000000000,Daily
20175,0 days 00:00:00.000000000,One Off
20178,0 days 00:00:00.000000000,One Off
20179,23 days 00:00:00.000000000,Daily
20180,13514 days 00:00:00.000000000,Yearly
20183,4018 days 00:00:00.000000000,Yearly
20184,1704 days 00:00:00.000000000,Monthly
20188,7305 days 00:00:00.000000000,Yearly
20191,4383 days 00:00:00.000000000,Yearly
20192,0 days 00:00:00.000000000,One Off
20193,9862 days 00:00:00.000000000,Yearly
20197,49 days 00:00:00.000000000,Daily
20198,3 days 00:00:00.000000000,Daily
20199,6574 days 00:00:00.000000000,Yearly
20200,2649 days 00:00:00.000000000,Monthly
20201,0 days 00:00:00.000000000,One Off
20204,0 days 00:00:00.000000000,One Off
20205,577 days 00:00:00.000000000,Monthly
20206,36 days 00:00:00.000000000,Daily
20209,11323 days 00:00:00.000000000,Yearly
20210,20 days 00:00:00.000000000,Daily
20212,2465 days 00:00:00.000000000,Monthly
20213,0 days 00:00:00.000000000,One Off
20214,151 days 00:00:00.000000000,One Off
20217,50 days 00:00:00.000000000,Daily
20218,6575 days 00:00:00.000000000,Yearly
20219,4748 days 00:00:00.000000000,Yearly
20221,1950 days 00:00:00.000000000,Monthly
20222,9862 days 00:00:00.000000000,Yearly
20223,1614 days 00:00:00.000000000,Monthly
20230,5114 days 00:00:00.000000000,Yearly
20232,14976 days 00:00:00.000000000,Yearly
20233,28 days 00:00:00.000000000,Daily
20236,9861 days 00:00:00.000000000,Yearly
20237,47 days 00:00:00.000000000,Daily
20239,44 days 00:00:00.000000000,Daily
20241,48 days 00:00:00.000000000,Daily
20242,3287 days 00:00:00.000000000,Yearly
20244,2617 days 00:00:00.000000000,Monthly
20246,2922 days 00:00:00.000000000,Yearly
20252,0 days 00:00:00.000000000,One Off
20254,0 days 00:00:00.000000000,One Off
20257,35 days 00:00:00.000000000,Daily
20258,28 days 00:00:00.000000000,Daily
20260,1949 days 00:00:00.000000000,Monthly
20261,0 days 00:00:00.000000000,One Off
20262,6575 days 00:00:00.000000000,Yearly
20270,1553 days 00:00:00.000000000,Monthly
20271,0 days 00:00:00.000000000,One Off
20273,1095 days 00:00:00.000000000,Yearly
20276,46 days 00:00:00.000000000,Daily
20281,5844 days 00:00:00.000000000,Yearly
20285,28 days 00:00:00.000000000,Daily
20288,9497 days 00:00:00.000000000,Yearly
20289,15 days 00:00:00.000000000,Daily
20291,1218 days 00:00:00.000000000,Monthly
20292,10 days 00:00:00.000000000,Daily
20294,10592 days 00:00:00.000000000,Yearly
20295,47 days 00:00:00.000000000,Daily
20297,0 days 00:00:00.000000000,One Off
20298,1096 days 00:00:00.000000000,Yearly
20301,1249 days 00:00:00.000000000,Monthly
20302,1278 days 00:00:00.000000000,Monthly
20307,2008 days 00:00:00.000000000,Monthly
20308,8401 days 00:00:00.000000000,Yearly
20309,0 days 00:00:00.000000000,One Off
20311,731 days 00:00:00.000000000,Monthly
20312,45 days 00:00:00.000000000,Daily
20313,1553 days 00:00:00.000000000,Monthly
20318,41 days 00:00:00.000000000,Daily
20322,9862 days 00:00:00.000000000,Yearly
20323,2192 days 00:00:00.000000000,Yearly
20326,2040 days 00:00:00.000000000,Monthly
20330,2282 days 00:00:00.000000000,Monthly
20331,8401 days 00:00:00.000000000,Yearly
20332,8036 days 00:00:00.000000000,Yearly
20333,2557 days 00:00:00.000000000,Yearly
20334,2344 days 00:00:00.000000000,Monthly
20335,1461 days 00:00:00.000000000,Monthly
20336,456 days 00:00:00.000000000,Monthly
20339,1644 days 00:00:00.000000000,Monthly
20342,0 days 00:00:00.000000000,One Off
20343,1765 days 00:00:00.000000000,Monthly
20344,9497 days 00:00:00.000000000,Yearly
20345,2922 days 00:00:00.000000000,Yearly
20353,913 days 00:00:00.000000000,Monthly
20354,0 days 00:00:00.000000000,One Off
20355,8766 days 00:00:00.000000000,Yearly
20358,29 days 00:00:00.000000000,Daily
20360,0 days 00:00:00.000000000,One Off
20361,30 days 00:00:00.000000000,Daily
20365,0 days 00:00:00.000000000,One Off
20366,334 days 00:00:00.000000000,Monthly
20367,5479 days 00:00:00.000000000,Yearly
20369,10958 days 00:00:00.000000000,Yearly
20370,12784 days 00:00:00.000000000,Yearly
20371,0 days 00:00:00.000000000,One Off
20373,2131 days 00:00:00.000000000,Monthly
20374,1492 days 00:00:00.000000000,Monthly
20375,1584 days 00:00:00.000000000,Monthly
20377,20 days 00:00:00.000000000,Daily
20381,9862 days 00:00:00.000000000,Yearly
20382,1124 days 00:00:00.000000000,Monthly
20385,35 days 00:00:00.000000000,Daily
20387,0 days 00:00:00.000000000,One Off
20389,1217 days 00:00:00.000000000,Monthly
20396,4383 days 00:00:00.000000000,Yearly
20397,2192 days 00:00:00.000000000,Yearly
20398,1979 days 00:00:00.000000000,Monthly
20399,0 days 00:00:00.000000000,One Off
20402,46 days 00:00:00.000000000,Daily
20405,2557 days 00:00:00.000000000,Yearly
20406,0 days 00:00:00.000000000,One Off
20407,547 days 00:00:00.000000000,Monthly
20409,2618 days 00:00:00.000000000,Monthly
20410,2342 days 00:00:00.000000000,Monthly
20411,2192 days 00:00:00.000000000,Monthly
20414,39 days 00:00:00.000000000,Daily
20415,1310 days 00:00:00.000000000,Monthly
20416,36 days 00:00:00.000000000,Daily
20424,14610 days 00:00:00.000000000,Yearly
20428,2191 days 00:00:00.000000000,Yearly
20429,2557 days 00:00:00.000000000,Yearly
20430,52 days 00:00:00.000000000,Daily
20433,0 days 00:00:00.000000000,One Off
20434,14245 days 00:00:00.000000000,Yearly
20435,8035 days 00:00:00.000000000,Yearly
20437,13879 days 00:00:00.000000000,Yearly
20440,607 days 00:00:00.000000000,Monthly
20441,943 days 00:00:00.000000000,Monthly
20442,0 days 00:00:00.000000000,One Off
20444,6940 days 00:00:00.000000000,Yearly
20446,11688 days 00:00:00.000000000,Yearly
